ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-1004,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.9805011749267578,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 36, 'hidden_size_1': 16, 'hidden_size_2': 14, 'dropout': 0}",1746.0
LNSD-1000,diabetes,simple-mlp,uniform,0.3,none,[],0.4192669093608856,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 52, 'hidden_size_1': 27, 'dropout': 0}",1746.0
LNSD-993,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-1.8368964195251465,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 19, 'hidden_size_1': 115, 'hidden_size_2': 113, 'dropout': 0}",1746.0
LNSD-991,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.3410295248031616,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 54, 'hidden_size_2': 103, 'dropout': 0}",1746.0
LNSD-891,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.37232381105422974,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 118, 'hidden_size_2': 80, 'dropout': 0}",42.0
LNSD-889,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.3547149896621704,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 78, 'hidden_size_1': 18, 'hidden_size_2': 61, 'dropout': 0}",42.0
LNSD-885,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.9844875931739807,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 123, 'hidden_size_1': 28, 'hidden_size_2': 86, 'dropout': 0}",42.0
LNSD-789,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.8989166021347046,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 96, 'hidden_size_1': 68, 'hidden_size_2': 105, 'dropout': 0}",62.0
LNSD-765,diabetes,simple-mlp,uniform,0.05,none,[],0.28567051887512207,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 35, 'hidden_size_1': 122, 'dropout': 0}",62.0
LNSD-764,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.26177525520324707,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 69, 'hidden_size_1': 39, 'dropout': 0}",62.0
LNSD-687,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.4010215103626251,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 107, 'hidden_size_1': 114, 'dropout': 0}",777.0
LNSD-676,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.3644525408744812,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-673,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3272954821586609,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 69, 'hidden_size_1': 94, 'hidden_size_2': 8, 'dropout': 0}",777.0
LNSD-660,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.3058081269264221,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 27, 'hidden_size_1': 8, 'hidden_size_2': 13, 'dropout': 0}",777.0
LNSD-572,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.2747483253479004,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 60, 'hidden_size_1': 72, 'hidden_size_2': 39, 'dropout': 0}",1234.0
LNSD-478,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5190802812576294,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 43, 'hidden_size_2': 18, 'dropout': 0}",1147.0
LNSD-463,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3824615776538849,0.8846153616905212,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 51, 'hidden_size_2': 70, 'dropout': 0}",1147.0
LNSD-360,diabetes,simple-mlp,uniform,0.2,none,[],0.3768403232097626,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 41, 'hidden_size_1': 95, 'dropout': 0}",147.0
LNSD-1036,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.45785626769065857,0.8771929740905762,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 44, 'hidden_size_1': 16, 'dropout': 0}",321.0
LNSD-829,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-5.603483200073242,0.8771929740905762,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 119, 'hidden_size_1': 8, 'hidden_size_2': 128, 'dropout': 0}",42.0
LNSD-828,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.4775589108467102,0.8771929740905762,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 86, 'hidden_size_1': 50, 'hidden_size_2': 41, 'dropout': 0}",42.0
LNSD-827,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.37110987305641174,0.8771929740905762,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 42, 'hidden_size_1': 97, 'hidden_size_2': 26, 'dropout': 0}",42.0
LNSD-1108,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5182603597640991,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 37, 'dropout': 0}",321.0
LNSD-1098,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.4690203070640564,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 73, 'dropout': 0}",321.0
LNSD-1003,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5513865947723389,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 51, 'dropout': 0}",1746.0
LNSD-988,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.4192579984664917,875,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 116, 'hidden_size_2': 90, 'dropout': 0}",1746.0
LNSD-877,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.2805527150630951,875,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 39, 'hidden_size_1': 46, 'dropout': 0}",42.0
LNSD-791,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.46134135127067566,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 25, 'dropout': 0}",62.0
LNSD-770,diabetes,simple-mlp,uniform,0.1,none,[],0.3255695104598999,875,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 57, 'hidden_size_1': 44, 'hidden_size_2': 8, 'dropout': 0}",62.0
LNSD-766,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.3051692545413971,875,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 45, 'hidden_size_1': 17, 'dropout': 0}",62.0
LNSD-762,diabetes,simple-mlp,uniform,0.0,boot-hard,[],0.4574386179447174,875,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 35, 'hidden_size_1': 9, 'dropout': 0}",62.0
LNSD-683,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.48539188504219055,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 24, 'dropout': 0}",777.0
LNSD-679,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.8612349629402161,875,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 62, 'hidden_size_1': 13, 'hidden_size_2': 17, 'dropout': 0}",777.0
LNSD-469,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.42614567279815674,875,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 61, 'hidden_size_1': 15, 'hidden_size_2': 18, 'dropout': 0}",1147.0
LNSD-468,diabetes,simple-mlp,uniform,0.25,none,[],0.3943794071674347,875,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 124, 'dropout': 0}",1147.0
LNSD-720,breast-cancer,simple-mlp,uniform,0.3,none,[],0.441040575504303,0.8684210777282715,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-715,breast-cancer,simple-mlp,uniform,0.25,none,[],0.36495840549468994,0.8684210777282715,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 121, 'dropout': 0}",62.0
LNSD-512,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.4142826497554779,0.8684210777282715,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 32, 'hidden_size_1': 113, 'dropout': 0}",1234.0
LNSD-400,breast-cancer,simple-mlp,uniform,0.25,none,[],0.4642118215560913,0.8684210777282715,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 11, 'dropout': 0}",1147.0
LNSD-397,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.4051680862903595,0.8684210777282715,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",1147.0
LNSD-300,breast-cancer,simple-mlp,uniform,0.3,none,[],0.4368407130241394,0.8684210777282715,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 8, 'dropout': 0}",147.0
LNSD-1106,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.53714919090271,0.8653846383094788,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1090,diabetes,simple-mlp,uniform,0.15,none,[],0.3198396563529968,0.8653846383094788,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 125, 'hidden_size_1': 125, 'hidden_size_2': 22, 'dropout': 0}",321.0
LNSD-998,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4655201733112335,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 29, 'dropout': 0}",1746.0
LNSD-896,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.40897467732429504,0.8653846383094788,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 40, 'hidden_size_1': 32, 'hidden_size_2': 8, 'dropout': 0}",42.0
LNSD-884,diabetes,simple-mlp,uniform,0.25,none,[],0.4300271272659302,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 65, 'dropout': 0}",42.0
LNSD-881,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.31705746054649353,0.8653846383094788,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 126, 'hidden_size_1': 26, 'dropout': 0}",42.0
LNSD-776,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.38077279925346375,0.8653846383094788,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 68, 'hidden_size_2': 91, 'dropout': 0}",62.0
LNSD-769,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.1899026334285736,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 65, 'dropout': 0}",62.0
LNSD-682,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.38674116134643555,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 40, 'dropout': 0}",777.0
LNSD-665,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.3231055438518524,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 117, 'dropout': 0}",777.0
LNSD-582,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5399918556213379,0.8653846383094788,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 18, 'hidden_size_1': 48, 'dropout': 0}",1234.0
LNSD-580,diabetes,simple-mlp,uniform,0.2,none,[],0.39449694752693176,0.8653846383094788,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 125, 'dropout': 0}",1234.0
LNSD-569,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.29675760865211487,0.8653846383094788,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-451,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.27077171206474304,0.8653846383094788,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 21, 'hidden_size_1': 48, 'dropout': 0}",1147.0
LNSD-1034,breast-cancer,simple-mlp,uniform,0.3,none,[],0.45240432024002075,0.859649121761322,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 47, 'hidden_size_2': 46, 'dropout': 0}",321.0
LNSD-820,breast-cancer,simple-mlp,uniform,0.25,none,[],0.44022876024246216,0.859649121761322,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",42.0
LNSD-724,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-1.3925275802612305,0.859649121761322,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 16, 'hidden_size_2': 34, 'dropout': 0}",62.0
LNSD-719,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-3.7561497688293457,0.859649121761322,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 94, 'hidden_size_1': 72, 'hidden_size_2': 125, 'dropout': 0}",62.0
LNSD-1002,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.40952369570732117,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 32, 'hidden_size_1': 11, 'hidden_size_2': 60, 'dropout': 0}",1746.0
LNSD-987,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.33873888850212097,0.8557692170143127,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 74, 'dropout': 0}",1746.0
LNSD-887,diabetes,simple-mlp,uniform,0.2,none,[],0.41096776723861694,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 40, 'hidden_size_1': 20, 'hidden_size_2': 126, 'dropout': 0}",42.0
LNSD-886,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.3668556213378906,0.8557692170143127,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 53, 'dropout': 0}",42.0
LNSD-883,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.4399293065071106,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 11, 'hidden_size_2': 17, 'dropout': 0}",42.0
LNSD-774,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.30530139803886414,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 20, 'hidden_size_1': 59, 'hidden_size_2': 95, 'dropout': 0}",62.0
LNSD-771,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.30775314569473267,0.8557692170143127,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 80, 'hidden_size_1': 11, 'dropout': 0}",62.0
LNSD-688,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-1.1421536207199097,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 35, 'hidden_size_2': 88, 'dropout': 0}",777.0
LNSD-686,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.4953446090221405,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-573,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.43137413263320923,0.8557692170143127,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 22, 'hidden_size_2': 56, 'dropout': 0}",1234.0
LNSD-1001,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.4921720623970032,0.8461538553237915,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 19, 'hidden_size_1': 17, 'dropout': 0}",1746.0
LNSD-894,diabetes,simple-mlp,uniform,0.3,none,[],0.4777131676673889,0.8461538553237915,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 26, 'dropout': 0}",42.0
LNSD-882,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.36188173294067383,0.8461538553237915,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 17, 'hidden_size_1': 33, 'dropout': 0}",42.0
LNSD-792,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.4366564154624939,0.8461538553237915,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",62.0
LNSD-790,diabetes,simple-mlp,uniform,0.3,none,[],0.47729799151420593,0.8461538553237915,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 35, 'hidden_size_1': 9, 'dropout': 0}",62.0
LNSD-681,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.49058783054351807,0.8461538553237915,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 58, 'hidden_size_1': 74, 'dropout': 0}",777.0
LNSD-373,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.539292573928833,0.8461538553237915,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 115, 'hidden_size_1': 10, 'hidden_size_2': 30, 'dropout': 0}",147.0
LNSD-821,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.43154576420783997,0.8421052694320679,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 22, 'hidden_size_1': 39, 'dropout': 0}",42.0
LNSD-721,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.49416428804397583,0.8421052694320679,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 127, 'dropout': 0}",62.0
LNSD-618,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5733430981636047,0.8421052694320679,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 14, 'hidden_size_1': 9, 'hidden_size_2': 9, 'dropout': 0}",777.0
LNSD-406,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.45272770524024963,0.8421052694320679,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 24, 'hidden_size_1': 8, 'dropout': 0}",1147.0
LNSD-401,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.46319815516471863,0.8421052694320679,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",1147.0
LNSD-895,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.47217825055122375,0.8365384340286255,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 36, 'dropout': 0}",42.0
LNSD-786,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.37607628107070923,0.8365384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 61, 'hidden_size_2': 58, 'dropout': 0}",62.0
LNSD-785,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.5973623394966125,0.8365384340286255,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 8, 'dropout': 0}",62.0
LNSD-783,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.3931232690811157,0.8365384340286255,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 104, 'dropout': 0}",62.0
LNSD-565,diabetes,simple-mlp,uniform,0.15,none,[],0.4365079700946808,0.8365384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 9, 'hidden_size_2': 26, 'dropout': 0}",1234.0
LNSD-472,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.945691704750061,0.8365384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 26, 'hidden_size_1': 100, 'hidden_size_2': 22, 'dropout': 0}",1147.0
LNSD-368,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5238589644432068,0.8365384340286255,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 13, 'dropout': 0}",147.0
LNSD-402,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.4225601255893707,0.8333333134651184,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",1147.0
LNSD-1105,diabetes,simple-mlp,uniform,0.3,none,[],0.5031287670135498,0.8269230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1104,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.5548778772354126,0.8269230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-788,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4918926954269409,0.8269230723381042,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 80, 'hidden_size_1': 11, 'dropout': 0}",62.0
LNSD-778,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.5301294922828674,0.8269230723381042,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-777,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.3692876994609833,0.8269230723381042,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 41, 'hidden_size_1': 11, 'dropout': 0}",62.0
LNSD-689,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.605141282081604,0.8269230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 14, 'hidden_size_1': 9, 'hidden_size_2': 9, 'dropout': 0}",777.0
LNSD-477,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.40885084867477417,0.8269230723381042,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 20, 'hidden_size_1': 66, 'hidden_size_2': 50, 'dropout': 0}",1147.0
LNSD-514,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.48474082350730896,0.8245614171028137,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 18, 'dropout': 0}",1234.0
LNSD-308,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.4615154266357422,0.8199999928474426,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 66, 'dropout': 0}",147.0
LNSD-899,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.12150419503450394,0.817307710647583,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 14, 'hidden_size_1': 37, 'dropout': 0}",42.0
LNSD-892,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.5031887292861938,0.817307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 53, 'hidden_size_2': 11, 'dropout': 0}",42.0
LNSD-794,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.27927565574645996,0.817307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",62.0
LNSD-784,diabetes,simple-mlp,uniform,0.25,none,[],0.4302906394004822,0.817307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 86, 'hidden_size_1': 32, 'hidden_size_2': 21, 'dropout': 0}",62.0
LNSD-685,diabetes,simple-mlp,uniform,0.3,none,[],0.5221663117408752,0.817307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 24, 'dropout': 0}",777.0
LNSD-680,diabetes,simple-mlp,uniform,0.25,none,[],0.48735031485557556,0.817307710647583,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 65, 'hidden_size_1': 65, 'dropout': 0}",777.0
LNSD-578,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.5115163922309875,0.817307710647583,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 106, 'dropout': 0}",1234.0
LNSD-467,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.19398975372314453,0.817307710647583,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-414,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.44485872983932495,0.8100000023841858,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 128, 'hidden_size_1': 44, 'dropout': 0}",1147.0
LNSD-888,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.4333917796611786,0.807692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 21, 'hidden_size_2': 17, 'dropout': 0}",42.0
LNSD-728,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.4570314884185791,0.800000011920929,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-309,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.4907108247280121,0.800000011920929,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 113, 'dropout': 0}",147.0
LNSD-999,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-1.2687410116195679,0.7980769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 126, 'hidden_size_1': 128, 'dropout': 0}",1746.0
LNSD-897,diabetes,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6106091141700745,0.7980769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 17, 'dropout': 0}",42.0
LNSD-479,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.5340985059738159,0.7980769276618958,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 87, 'dropout': 0}",1147.0
LNSD-849,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.2411467730998993,0.7950000166893005,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 11, 'hidden_size_2': 17, 'dropout': 0}",42.0
